state,year,offense,count
ME,2014,rape,139
ME,2014,robbery,113
ME,2014,violent-crime,449
ME,2015,aggravated-assault,206
ME,2015,arson,29
ME,2015,burglary,1129
ME,2015,homicide,3
ME,2015,larceny,5597
ME,2015,motor-vehicle-theft,220
ME,2015,property-crime,6975
ME,2015,rape,132
ME,2015,robbery,71
ME,2015,violent-crime,412
ME,2016,aggravated-assault,274
ME,2016,arson,33
ME,2016,burglary,1064
ME,2016,homicide,3
ME,2016,larceny,5763
ME,2016,motor-vehicle-theft,246
ME,2016,property-crime,7106
ME,2016,rape,145
ME,2016,robbery,97
ME,2016,violent-crime,519
ME,2017,aggravated-assault,285
ME,2017,arson,24
ME,2017,burglary,949
ME,2017,homicide,3
ME,2017,larceny,5676
ME,2017,motor-vehicle-theft,245
ME,2017,property-crime,6894
ME,2017,rape,177
ME,2017,robbery,104
ME,2017,violent-crime,569
ME,2018,aggravated-assault,286
ME,2018,arson,37
ME,2018,burglary,835
ME,2018,homicide,4
ME,2018,larceny,5819
ME,2018,motor-vehicle-theft,238
ME,2018,property-crime,6929
ME,2018,rape,184
ME,2018,robbery,86
ME,2018,violent-crime,560
MI,1995,aggravated-assault,3970
MI,1995,arson,607
MI,1995,burglary,12590
MI,1995,homicide,38
MI,1995,larceny,53828
MI,1995,motor-vehicle-theft,6084
MI,1995,property-crime,73109
MI,1995,rape,1067
MI,1995,robbery,1021
MI,1995,violent-crime,6096
MI,1996,aggravated-assault,7222
MI,1996,arson,1119
MI,1996,burglary,23864
MI,1996,homicide,87
MI,1996,larceny,103726
MI,1996,motor-vehicle-theft,12306
MI,1996,property-crime,141015
MI,1996,rape,1969
MI,1996,robbery,2120
MI,1996,violent-crime,11398
MI,1997,aggravated-assault,10861
MI,1997,arson,1441
MI,1997,burglary,32248
MI,1997,homicide,140
MI,1997,larceny,139910
MI,1997,motor-vehicle-theft,17026
MI,1997,property-crime,190625
MI,1997,rape,2768
MI,1997,robbery,3209
MI,1997,violent-crime,16978
MI,1998,aggravated-assault,12580
MI,1998,arson,1923
MI,1998,burglary,38867
MI,1998,homicide,166
MI,1998,larceny,147667
MI,1998,motor-vehicle-theft,18218
MI,1998,property-crime,206675
MI,1998,rape,4234
MI,1998,robbery,3412
MI,1998,violent-crime,20392
MI,1999,aggravated-assault,11355
MI,1999,arson,1744
MI,1999,burglary,36470
MI,1999,homicide,180
MI,1999,larceny,144282
MI,1999,motor-vehicle-theft,19281
MI,1999,property-crime,201777
MI,1999,rape,4255
MI,1999,robbery,3033
MI,1999,violent-crime,18823
MI,2000,aggravated-assault,15582
MI,2000,arson,2220
MI,2000,burglary,44419
MI,2000,homicide,208
MI,2000,larceny,165803
MI,2000,motor-vehicle-theft,24403
MI,2000,property-crime,236845
MI,2000,rape,5153
MI,2000,robbery,4371
MI,2000,violent-crime,25314
MI,2001,aggravated-assault,16288
MI,2001,arson,2310
MI,2001,burglary,47282
MI,2001,homicide,210
MI,2001,larceny,172626
MI,2001,motor-vehicle-theft,24224
MI,2001,property-crime,246442
MI,2001,rape,5659
MI,2001,robbery,4324
MI,2001,violent-crime,26481
MI,2002,aggravated-assault,18027
MI,2002,arson,2272
MI,2002,burglary,50476
MI,2002,homicide,211
MI,2002,larceny,172091
MI,2002,motor-vehicle-theft,23170
MI,2002,property-crime,248009
MI,2002,rape,6057
MI,2002,robbery,4745
MI,2002,violent-crime,29040
MI,2003,aggravated-assault,16831
MI,2003,arson,2158
MI,2003,burglary,48818
MI,2003,homicide,188
MI,2003,larceny,170738
MI,2003,motor-vehicle-theft,25394
MI,2003,property-crime,247108
MI,2003,rape,5833
MI,2003,robbery,4739
MI,2003,violent-crime,27591
MI,2004,aggravated-assault,18484
MI,2004,arson,1958
MI,2004,burglary,49310
MI,2004,homicide,228
MI,2004,larceny,170997
MI,2004,motor-vehicle-theft,24517
MI,2004,property-crime,246782
MI,2004,rape,6333
MI,2004,robbery,5652
MI,2004,violent-crime,30697
MI,2005,aggravated-assault,31443
MI,2005,arson,3225
MI,2005,burglary,69701
MI,2005,homicide,612
MI,2005,larceny,194030
MI,2005,motor-vehicle-theft,47783
MI,2005,property-crime,314739
MI,2005,rape,7132
MI,2005,robbery,13360
MI,2005,violent-crime,52547
MI,2006,aggravated-assault,31439
MI,2006,arson,3234
MI,2006,burglary,75126
MI,2006,homicide,665
MI,2006,larceny,199245
MI,2006,motor-vehicle-theft,48596
MI,2006,property-crime,326201
MI,2006,rape,7350
MI,2006,robbery,14208
MI,2006,violent-crime,53662
MI,2007,aggravated-assault,29721
MI,2007,arson,2983
MI,2007,burglary,73417
MI,2007,homicide,614
MI,2007,larceny,190084
MI,2007,motor-vehicle-theft,41406
MI,2007,property-crime,307890
MI,2007,rape,6325
MI,2007,robbery,13323
MI,2007,violent-crime,49983
MI,2008,aggravated-assault,28130
MI,2008,arson,2848
MI,2008,burglary,73350
MI,2008,homicide,513
MI,2008,larceny,183401
MI,2008,motor-vehicle-theft,35237
MI,2008,property-crime,294836
MI,2008,rape,6335
MI,2008,robbery,13207
MI,2008,violent-crime,48185
MI,2009,aggravated-assault,27236
MI,2009,arson,2675
MI,2009,burglary,74947
MI,2009,homicide,575
MI,2009,larceny,177469
MI,2009,motor-vehicle-theft,29198
MI,2009,property-crime,284289
MI,2009,rape,6166
MI,2009,robbery,12400
MI,2009,violent-crime,46377
MI,2010,aggravated-assault,26836
MI,2010,arson,2980
MI,2010,burglary,73048
MI,2010,homicide,547
MI,2010,larceny,167253
MI,2010,motor-vehicle-theft,27099
MI,2010,property-crime,270380
MI,2010,rape,6487
MI,2010,robbery,11468
MI,2010,violent-crime,45338
MI,2011,aggravated-assault,24680
MI,2011,arson,2678
MI,2011,burglary,69742
MI,2011,homicide,586
MI,2011,larceny,157830
MI,2011,motor-vehicle-theft,24918
MI,2011,property-crime,255168
MI,2011,rape,6212
MI,2011,robbery,10416
MI,2011,violent-crime,41894
MI,2012,aggravated-assault,24500
MI,2012,arson,2408
MI,2012,burglary,63637
MI,2012,homicide,641
MI,2012,larceny,156840
MI,2012,motor-vehicle-theft,24786
MI,2012,property-crime,247671
MI,2012,rape,6499
MI,2012,robbery,10397
MI,2012,violent-crime,42037
MI,2013,aggravated-assault,22851
MI,2013,arson,1987
MI,2013,burglary,54052
MI,2013,homicide,576
MI,2013,larceny,147247
MI,2013,motor-vehicle-theft,23770
MI,2013,property-crime,227056
MI,2013,rape,6136
MI,2013,robbery,10057
MI,2013,violent-crime,39620
MI,2014,aggravated-assault,23340
MI,2014,arson,1700
MI,2014,burglary,43406
MI,2014,homicide,511
MI,2014,larceny,136122
MI,2014,motor-vehicle-theft,21131
MI,2014,property-crime,202359
MI,2014,rape,5807
MI,2014,robbery,8017
MI,2014,violent-crime,37675
MI,2015,aggravated-assault,23090
MI,2015,arson,2013
MI,2015,burglary,39321
MI,2015,homicide,525
MI,2015,larceny,131624
MI,2015,motor-vehicle-theft,18532
MI,2015,property-crime,191490
MI,2015,rape,6165
MI,2015,robbery,7813
MI,2015,violent-crime,37593
MI,2016,aggravated-assault,26116
MI,2016,arson,1769
MI,2016,burglary,38782
MI,2016,homicide,553
MI,2016,larceny,130351
MI,2016,motor-vehicle-theft,19916
MI,2016,property-crime,190818
MI,2016,rape,6694
MI,2016,robbery,7128
MI,2016,violent-crime,40491
MI,2017,aggravated-assault,25968
MI,2017,arson,1960
MI,2017,burglary,35438
MI,2017,homicide,532
MI,2017,larceny,125449
MI,2017,motor-vehicle-theft,19150
MI,2017,property-crime,181997
MI,2017,rape,6698
MI,2017,robbery,6491
MI,2017,violent-crime,39689
MI,2018,aggravated-assault,26028
MI,2018,arson,1765
MI,2018,burglary,31264
MI,2018,homicide,511
MI,2018,larceny,117370
MI,2018,motor-vehicle-theft,17491
MI,2018,property-crime,167890
MI,2018,rape,7324
MI,2018,robbery,5656
MI,2018,violent-crime,39519
MN,2016,aggravated-assault,21
MN,2016,burglary,59
MN,2016,larceny,368
MN,2016,motor-vehicle-theft,26
MN,2016,property-crime,453
MN,2016,rape,5
MN,2016,robbery,5
MN,2016,violent-crime,31
MN,2017,aggravated-assault,116
MN,2017,arson,18
MN,2017,burglary,456
MN,2017,homicide,3
MN,2017,larceny,1821
MN,2017,motor-vehicle-theft,173
MN,2017,property-crime,2468
MN,2017,rape,46
MN,2017,robbery,12
MN,2017,violent-crime,177
MN,2018,aggravated-assault,416
MN,2018,arson,41
MN,2018,burglary,1532
MN,2018,homicide,4
MN,2018,larceny,6907
MN,2018,motor-vehicle-theft,625
MN,2018,property-crime,9105
MN,2018,rape,204
MN,2018,robbery,81
MN,2018,violent-crime,705
MO,2006,aggravated-assault,6
MO,2006,burglary,27
MO,2006,homicide,1
MO,2006,larceny,152
MO,2006,motor-vehicle-theft,27
MO,2006,property-crime,206
MO,2006,rape,3
MO,2006,robbery,1
MO,2006,violent-crime,11
MO,2007,aggravated-assault,42
MO,2007,arson,1
MO,2007,burglary,122
MO,2007,larceny,518
MO,2007,motor-vehicle-theft,46
MO,2007,property-crime,687
MO,2007,rape,9
MO,2007,robbery,2
MO,2007,violent-crime,53
MO,2008,aggravated-assault,14
MO,2008,arson,2
MO,2008,burglary,41
MO,2008,larceny,172
MO,2008,motor-vehicle-theft,7
MO,2008,property-crime,222
MO,2008,rape,4
MO,2008,robbery,2
MO,2008,violent-crime,20
MO,2009,aggravated-assault,185
MO,2009,arson,14
MO,2009,burglary,226
MO,2009,homicide,3
MO,2009,larceny,1231
MO,2009,motor-vehicle-theft,60
MO,2009,property-crime,1531
MO,2009,rape,29
MO,2009,robbery,22
MO,2009,violent-crime,239
MO,2010,aggravated-assault,2857
MO,2010,arson,389
MO,2010,burglary,8000
MO,2010,homicide,104
MO,2010,larceny,21695
MO,2010,motor-vehicle-theft,3461
MO,2010,property-crime,33545
MO,2010,rape,450
MO,2010,robbery,1735
MO,2010,violent-crime,5146
MO,2011,aggravated-assault,2775
MO,2011,arson,340
MO,2011,burglary,7911
MO,2011,homicide,97
MO,2011,larceny,21402
MO,2011,motor-vehicle-theft,3807
MO,2011,property-crime,33460
MO,2011,rape,502
MO,2011,robbery,1776
MO,2011,violent-crime,5150
MO,2012,aggravated-assault,3076
MO,2012,arson,332
MO,2012,burglary,8364
MO,2012,homicide,110
MO,2012,larceny,23369
MO,2012,motor-vehicle-theft,4024
MO,2012,property-crime,36089
MO,2012,rape,518
MO,2012,robbery,1786
MO,2012,violent-crime,5490
MO,2013,aggravated-assault,2894
MO,2013,arson,247
MO,2013,burglary,7548
MO,2013,homicide,96
MO,2013,larceny,21689
MO,2013,motor-vehicle-theft,4644
MO,2013,property-crime,34128
MO,2013,rape,485
MO,2013,robbery,1789
MO,2013,violent-crime,5264
MO,2014,aggravated-assault,3002
MO,2014,arson,280
MO,2014,burglary,6985
MO,2014,homicide,80
MO,2014,larceny,20939
MO,2014,motor-vehicle-theft,4477
