index,state,year,offense,count
38,AR,2008,aggravated-assault,6176
10274,AR,2008,arson,504
1513,AR,2008,burglary,26016
5939,AR,2008,homicide,89
2985,AR,2008,larceny,60196
4473,AR,2008,motor-vehicle-theft,4603
13191,AR,2008,property-crime,91319
7340,AR,2008,rape,1327
8811,AR,2008,robbery,1571
11704,AR,2008,violent-crime,9163
39,AR,2009,aggravated-assault,8530
10275,AR,2009,arson,615
1514,AR,2009,burglary,32820
5940,AR,2009,homicide,160
2986,AR,2009,larceny,77050
4474,AR,2009,motor-vehicle-theft,5829
13192,AR,2009,property-crime,116314
7341,AR,2009,rape,1571
8812,AR,2009,robbery,2548
11705,AR,2009,violent-crime,12809
40,AR,2010,aggravated-assault,8643
10276,AR,2010,arson,637
1515,AR,2010,burglary,30914
5941,AR,2010,homicide,124
2987,AR,2010,larceny,74499
4475,AR,2010,motor-vehicle-theft,5393
13193,AR,2010,property-crime,111443
7342,AR,2010,rape,1561
8813,AR,2010,robbery,2340
11706,AR,2010,violent-crime,12668
41,AR,2011,aggravated-assault,8435
10277,AR,2011,arson,615
1516,AR,2011,burglary,32867
5942,AR,2011,homicide,150
2988,AR,2011,larceny,81185
4476,AR,2011,motor-vehicle-theft,5652
13194,AR,2011,property-crime,120319
7343,AR,2011,rape,1519
8814,AR,2011,robbery,2348
11707,AR,2011,violent-crime,12452
42,AR,2012,aggravated-assault,8227
10278,AR,2012,arson,567
1517,AR,2012,burglary,31908
5943,AR,2012,homicide,163
2989,AR,2012,larceny,81880
4477,AR,2012,motor-vehicle-theft,5732
13195,AR,2012,property-crime,120087
7344,AR,2012,rape,1523
8815,AR,2012,robbery,2317
11708,AR,2012,violent-crime,12230
43,AR,2013,aggravated-assault,7721
10279,AR,2013,arson,520
1518,AR,2013,burglary,28936
5944,AR,2013,homicide,148
2990,AR,2013,larceny,78832
4478,AR,2013,motor-vehicle-theft,5614
13196,AR,2013,property-crime,113902
7345,AR,2013,rape,1393
8816,AR,2013,robbery,2254
11709,AR,2013,violent-crime,11516
44,AR,2014,aggravated-assault,7886
10280,AR,2014,arson,468
1519,AR,2014,burglary,23312
5945,AR,2014,homicide,153
2991,AR,2014,larceny,72786
4479,AR,2014,motor-vehicle-theft,5457
13197,AR,2014,property-crime,102023
7346,AR,2014,rape,1650
8817,AR,2014,robbery,1970
11710,AR,2014,violent-crime,11659
45,AR,2015,aggravated-assault,8877
10281,AR,2015,arson,490
1520,AR,2015,burglary,21553
5946,AR,2015,homicide,167
2992,AR,2015,larceny,69650
4480,AR,2015,motor-vehicle-theft,5647
13198,AR,2015,property-crime,97340
7347,AR,2015,rape,1775
8818,AR,2015,robbery,2072
11711,AR,2015,violent-crime,12891
46,AR,2016,aggravated-assault,9253
10282,AR,2016,arson,546
1521,AR,2016,burglary,22929
5947,AR,2016,homicide,198
2993,AR,2016,larceny,68831
4481,AR,2016,motor-vehicle-theft,6958
13199,AR,2016,property-crime,99264
7348,AR,2016,rape,2032
8819,AR,2016,robbery,2108
11712,AR,2016,violent-crime,13591
47,AR,2017,aggravated-assault,9244
10283,AR,2017,arson,538
1522,AR,2017,burglary,20725
5948,AR,2017,homicide,214
2994,AR,2017,larceny,64820
4482,AR,2017,motor-vehicle-theft,6917
13200,AR,2017,property-crime,93000
7349,AR,2017,rape,1964
8820,AR,2017,robbery,1867
11713,AR,2017,violent-crime,13289
48,AR,2018,aggravated-assault,9651
10284,AR,2018,arson,526
1523,AR,2018,burglary,18664
5949,AR,2018,homicide,196
2995,AR,2018,larceny,63632
4483,AR,2018,motor-vehicle-theft,7000
13201,AR,2018,property-crime,89822
7350,AR,2018,rape,2097
8821,AR,2018,robbery,1582
11714,AR,2018,violent-crime,13526
68,AZ,2004,aggravated-assault,106
10304,AZ,2004,arson,14
1544,AZ,2004,burglary,492
3016,AZ,2004,larceny,1139
4504,AZ,2004,motor-vehicle-theft,185
13222,AZ,2004,property-crime,1830
7370,AZ,2004,rape,14
8842,AZ,2004,robbery,15
11736,AZ,2004,violent-crime,135
69,AZ,2005,aggravated-assault,190
10305,AZ,2005,arson,8
1545,AZ,2005,burglary,679
5968,AZ,2005,homicide,2
3017,AZ,2005,larceny,1687
4505,AZ,2005,motor-vehicle-theft,344
13223,AZ,2005,property-crime,2718
7371,AZ,2005,rape,24
8843,AZ,2005,robbery,9
11737,AZ,2005,violent-crime,225
70,AZ,2006,aggravated-assault,168
10306,AZ,2006,arson,22
1546,AZ,2006,burglary,623
5969,AZ,2006,homicide,2
3018,AZ,2006,larceny,2142
4506,AZ,2006,motor-vehicle-theft,385
13224,AZ,2006,property-crime,3172
7372,AZ,2006,rape,25
8844,AZ,2006,robbery,32
11738,AZ,2006,violent-crime,227
71,AZ,2007,aggravated-assault,143
10307,AZ,2007,arson,21
1547,AZ,2007,burglary,633
5970,AZ,2007,homicide,8
3019,AZ,2007,larceny,2445
4507,AZ,2007,motor-vehicle-theft,426
13225,AZ,2007,property-crime,3525
7373,AZ,2007,rape,39
8845,AZ,2007,robbery,49
11739,AZ,2007,violent-crime,239
72,AZ,2008,aggravated-assault,130
10308,AZ,2008,arson,29
1548,AZ,2008,burglary,928
5971,AZ,2008,homicide,4
3020,AZ,2008,larceny,2248
4508,AZ,2008,motor-vehicle-theft,401
13226,AZ,2008,property-crime,3606
7374,AZ,2008,rape,20
8846,AZ,2008,robbery,59
11740,AZ,2008,violent-crime,213
73,AZ,2009,aggravated-assault,222
10309,AZ,2009,arson,51
1549,AZ,2009,burglary,1716
5972,AZ,2009,homicide,10
3021,AZ,2009,larceny,4841
4509,AZ,2009,motor-vehicle-theft,472
13227,AZ,2009,property-crime,7080
7375,AZ,2009,rape,49
8847,AZ,2009,robbery,80
11741,AZ,2009,violent-crime,361
74,AZ,2010,aggravated-assault,205
10310,AZ,2010,arson,46
1550,AZ,2010,burglary,1512
5973,AZ,2010,homicide,11
3022,AZ,2010,larceny,4777
4510,AZ,2010,motor-vehicle-theft,351
13228,AZ,2010,property-crime,6686
7376,AZ,2010,rape,53
8848,AZ,2010,robbery,83
11742,AZ,2010,violent-crime,352
75,AZ,2011,aggravated-assault,192
10311,AZ,2011,arson,33
1551,AZ,2011,burglary,1319
5974,AZ,2011,homicide,11
3023,AZ,2011,larceny,4249
4511,AZ,2011,motor-vehicle-theft,284
13229,AZ,2011,property-crime,5885
7377,AZ,2011,rape,34
8849,AZ,2011,robbery,75
11743,AZ,2011,violent-crime,312
76,AZ,2012,aggravated-assault,250
10312,AZ,2012,arson,37
1552,AZ,2012,burglary,1374
5975,AZ,2012,homicide,6
3024,AZ,2012,larceny,4042
4512,AZ,2012,motor-vehicle-theft,326
13230,AZ,2012,property-crime,5779
7378,AZ,2012,rape,46
8850,AZ,2012,robbery,90
11744,AZ,2012,violent-crime,392
77,AZ,2013,aggravated-assault,682
10313,AZ,2013,arson,60
1553,AZ,2013,burglary,2390
5976,AZ,2013,homicide,13
3025,AZ,2013,larceny,7271
4513,AZ,2013,motor-vehicle-theft,573
13231,AZ,2013,property-crime,10294
7379,AZ,2013,rape,81
8851,AZ,2013,robbery,125
11745,AZ,2013,violent-crime,901
78,AZ,2014,aggravated-assault,601
10314,AZ,2014,arson,94
1554,AZ,2014,burglary,2372
5977,AZ,2014,homicide,9
3026,AZ,2014,larceny,7107
4514,AZ,2014,motor-vehicle-theft,645
13232,AZ,2014,property-crime,10218
7380,AZ,2014,rape,88
8852,AZ,2014,robbery,143
11746,AZ,2014,violent-crime,841
79,AZ,2015,aggravated-assault,532
10315,AZ,2015,arson,71
1555,AZ,2015,burglary,2004
5978,AZ,2015,homicide,9
3027,AZ,2015,larceny,6490
4515,AZ,2015,motor-vehicle-theft,604
13233,AZ,2015,property-crime,9169
7381,AZ,2015,rape,108
8853,AZ,2015,robbery,129
11747,AZ,2015,violent-crime,778
80,AZ,2016,aggravated-assault,487
10316,AZ,2016,arson,78
1556,AZ,2016,burglary,1662
5979,AZ,2016,homicide,11
3028,AZ,2016,larceny,5780
4516,AZ,2016,motor-vehicle-theft,551
13234,AZ,2016,property-crime,8071
7382,AZ,2016,rape,106
8854,AZ,2016,robbery,121
11748,AZ,2016,violent-crime,725
81,AZ,2017,aggravated-assault,561
10317,AZ,2017,arson,83
1557,AZ,2017,burglary,1517
5980,AZ,2017,homicide,22
3029,AZ,2017,larceny,6295
4517,AZ,2017,motor-vehicle-theft,606
13235,AZ,2017,property-crime,8501
7383,AZ,2017,rape,116
8855,AZ,2017,robbery,161
11749,AZ,2017,violent-crime,860
82,AZ,2018,aggravated-assault,547
10318,AZ,2018,arson,45
1558,AZ,2018,burglary,1300
5981,AZ,2018,homicide,19
3030,AZ,2018,larceny,6092
4518,AZ,2018,motor-vehicle-theft,604
13236,AZ,2018,property-crime,8041
7384,AZ,2018,rape,136
8856,AZ,2018,robbery,110
11750,AZ,2018,violent-crime,812
98,CO,1992,aggravated-assault,173
10334,CO,1992,arson,65
1574,CO,1992,burglary,471
5996,CO,1992,homicide,3
3046,CO,1992,larceny,2155
4534,CO,1992,motor-vehicle-theft,296
13252,CO,1992,property-crime,2987
7400,CO,1992,rape,21
8872,CO,1992,robbery,74
11766,CO,1992,violent-crime,271
99,CO,1993,aggravated-assault,141
10335,CO,1993,arson,39
1575,CO,1993,burglary,388
3047,CO,1993,larceny,1878
4535,CO,1993,motor-vehicle-theft,194
13253,CO,1993,property-crime,2499
7401,CO,1993,rape,23
8873,CO,1993,robbery,55
11767,CO,1993,violent-crime,219
100,CO,1994,aggravated-assault,68
10336,CO,1994,arson,22
1576,CO,1994,burglary,156
3048,CO,1994,larceny,753
4536,CO,1994,motor-vehicle-theft,66
13254,CO,1994,property-crime,997
7402,CO,1994,rape,9
8874,CO,1994,robbery,21
11768,CO,1994,violent-crime,98
101,CO,1997,aggravated-assault,2952
10337,CO,1997,arson,701
1577,CO,1997,burglary,15235
5997,CO,1997,homicide,63
3049,CO,1997,larceny,66942
4537,CO,1997,motor-vehicle-theft,7092
13255,CO,1997,property-crime,89970
7403,CO,1997,rape,898
8875,CO,1997,robbery,909
11769,CO,1997,violent-crime,4822
102,CO,1998,aggravated-assault,3740
10338,CO,1998,arson,762
1578,CO,1998,burglary,15549
5998,CO,1998,homicide,52
3050,CO,1998,larceny,65909
4538,CO,1998,motor-vehicle-theft,7302
13256,CO,1998,property-crime,89522
7404,CO,1998,rape,1070
8876,CO,1998,robbery,1543
11770,CO,1998,violent-crime,6405
103,CO,1999,aggravated-assault,3239
10339,CO,1999,arson,595
1579,CO,1999,burglary,12532
5999,CO,1999,homicide,71
3051,CO,1999,larceny,56217
4539,CO,1999,motor-vehicle-theft,6624
13257,CO,1999,property-crime,75968
7405,CO,1999,rape,815
8877,CO,1999,robbery,1387
11771,CO,1999,violent-crime,5512
104,CO,2000,aggravated-assault,3656
10340,CO,2000,arson,736
1580,CO,2000,burglary,12642
6000,CO,2000,homicide,59
3052,CO,2000,larceny,57840
4540,CO,2000,motor-vehicle-theft,7717
13258,CO,2000,property-crime,78935
7406,CO,2000,rape,859
8878,CO,2000,robbery,1371
11772,CO,2000,violent-crime,5945
105,CO,2001,aggravated-assault,3683
10341,CO,2001,arson,711
1581,CO,2001,burglary,12257
6001,CO,2001,homicide,58
3053,CO,2001,larceny,57330
4541,CO,2001,motor-vehicle-theft,8708
13259,CO,2001,property-crime,79006
7407,CO,2001,rape,893
8879,CO,2001,robbery,1403
11773,CO,2001,violent-crime,6037
106,CO,2002,aggravated-assault,3966
10342,CO,2002,arson,802
1582,CO,2002,burglary,14059
6002,CO,2002,homicide,67
3054,CO,2002,larceny,59785
4542,CO,2002,motor-vehicle-theft,10231
13260,CO,2002,property-crime,84877
7408,CO,2002,rape,1061
8880,CO,2002,robbery,1532
11774,CO,2002,violent-crime,6626
107,CO,2003,aggravated-assault,3957
10343,CO,2003,arson,785
1583,CO,2003,burglary,14692
6003,CO,2003,homicide,71
3055,CO,2003,larceny,61934
4543,CO,2003,motor-vehicle-theft,9854
13261,CO,2003,property-crime,87265
7409,CO,2003,rape,1095
8881,CO,2003,robbery,1585
11775,CO,2003,violent-crime,6708
108,CO,2004,aggravated-assault,4742
10344,CO,2004,arson,666
1584,CO,2004,burglary,15821
6004,CO,2004,homicide,72
3056,CO,2004,larceny,66457
4544,CO,2004,motor-vehicle-theft,11102
13262,CO,2004,property-crime,94046
7410,CO,2004,rape,1342
8882,CO,2004,robbery,1570
11776,CO,2004,violent-crime,7726
109,CO,2005,aggravated-assault,7897
10345,CO,2005,arson,960
1585,CO,2005,burglary,25609
6005,CO,2005,homicide,135
3057,CO,2005,larceny,91677
4545,CO,2005,motor-vehicle-theft,21150
13263,CO,2005,property-crime,139396
7411,CO,2005,rape,1942
8883,CO,2005,robbery,3339
11777,CO,2005,violent-crime,13313
110,CO,2006,aggravated-assault,8492
10346,CO,2006,arson,1034
1586,CO,2006,burglary,24926
6006,CO,2006,homicide,126
3058,CO,2006,larceny,85272
4546,CO,2006,motor-vehicle-theft,17639
13264,CO,2006,property-crime,128871
7412,CO,2006,rape,2162
8884,CO,2006,robbery,3359
11778,CO,2006,violent-crime,14139
111,CO,2007,aggravated-assault,7567
10347,CO,2007,arson,876
1587,CO,2007,burglary,22087
6007,CO,2007,homicide,124
3059,CO,2007,larceny,76284
4547,CO,2007,motor-vehicle-theft,14231
13265,CO,2007,property-crime,113478
7413,CO,2007,rape,2078
8885,CO,2007,robbery,2963
11779,CO,2007,violent-crime,12732
112,CO,2008,aggravated-assault,7741
10348,CO,2008,arson,1015
1588,CO,2008,burglary,21904
6008,CO,2008,homicide,124
3060,CO,2008,larceny,76544
4548,CO,2008,motor-vehicle-theft,11230
13266,CO,2008,property-crime,110693
7414,CO,2008,rape,2225
8886,CO,2008,robbery,2920
11780,CO,2008,violent-crime,13010
113,CO,2009,aggravated-assault,7906
10349,CO,2009,arson,871
1589,CO,2009,burglary,21732
6009,CO,2009,homicide,120
3061,CO,2009,larceny,77778
4549,CO,2009,motor-vehicle-theft,10960
13267,CO,2009,property-crime,111341
7415,CO,2009,rape,2418
8887,CO,2009,robbery,3056
11781,CO,2009,violent-crime,13500
114,CO,2010,aggravated-assault,7795
10350,CO,2010,arson,889
1590,CO,2010,burglary,22296
6010,CO,2010,homicide,103
3062,CO,2010,larceny,82342
4550,CO,2010,motor-vehicle-theft,10067
13268,CO,2010,property-crime,115594
7416,CO,2010,rape,2377
8888,CO,2010,robbery,2940
11782,CO,2010,violent-crime,13215
115,CO,2011,aggravated-assault,7261
10351,CO,2011,arson,938
1591,CO,2011,burglary,22672
6011,CO,2011,homicide,129
3063,CO,2011,larceny,84896
4551,CO,2011,motor-vehicle-theft,10226
13269,CO,2011,property-crime,118732
7417,CO,2011,rape,2494
8889,CO,2011,robbery,3160
11783,CO,2011,violent-crime,13044
116,CO,2012,aggravated-assault,8158
10352,CO,2012,arson,902
1592,CO,2012,burglary,25070
6012,CO,2012,homicide,137
3064,CO,2012,larceny,100065
4552,CO,2012,motor-vehicle-theft,11948
13270,CO,2012,property-crime,137985
7418,CO,2012,rape,2882
8890,CO,2012,robbery,3352
11784,CO,2012,violent-crime,14529
117,CO,2013,aggravated-assault,7833
10353,CO,2013,arson,852
1593,CO,2013,burglary,24352
6013,CO,2013,homicide,146
3065,CO,2013,larceny,103133
4553,CO,2013,motor-vehicle-theft,12514
13271,CO,2013,property-crime,140851
7419,CO,2013,rape,2795
8891,CO,2013,robbery,3117
11785,CO,2013,violent-crime,13891
118,CO,2014,aggravated-assault,8183
10354,CO,2014,arson,944
1594,CO,2014,burglary,22882
6014,CO,2014,homicide,126
3066,CO,2014,larceny,100016
4554,CO,2014,motor-vehicle-theft,12538
13272,CO,2014,property-crime,136380
7420,CO,2014,rape,2913
8892,CO,2014,robbery,3002
11786,CO,2014,violent-crime,14224
119,CO,2015,aggravated-assault,8341
10355,CO,2015,arson,862
1595,CO,2015,burglary,22800
6015,CO,2015,homicide,137
3067,CO,2015,larceny,104738
4555,CO,2015,motor-vehicle-theft,15945
13273,CO,2015,property-crime,144345
7421,CO,2015,rape,3177
8893,CO,2015,robbery,3218
11787,CO,2015,violent-crime,14873
120,CO,2016,aggravated-assault,9462
10356,CO,2016,arson,920
1596,CO,2016,burglary,22955
6016,CO,2016,homicide,168
3068,CO,2016,larceny,109631
4556,CO,2016,motor-vehicle-theft,19439
13274,CO,2016,property-crime,152945
7422,CO,2016,rape,3514
8894,CO,2016,robbery,3508
11788,CO,2016,violent-crime,16652
121,CO,2017,aggravated-assault,10349
10357,CO,2017,arson,1049
1597,CO,2017,burglary,22157
6017,CO,2017,homicide,203
3069,CO,2017,larceny,109389
4557,CO,2017,motor-vehicle-theft,21691
13275,CO,2017,property-crime,154286
7423,CO,2017,rape,3874
8895,CO,2017,robbery,3833
11789,CO,2017,violent-crime,18259
122,CO,2018,aggravated-assault,11569
10358,CO,2018,arson,977
1598,CO,2018,burglary,21246
6018,CO,2018,homicide,197
3070,CO,2018,larceny,111327
4558,CO,2018,motor-vehicle-theft,21743
13276,CO,2018,property-crime,155293
7424,CO,2018,rape,4010
8896,CO,2018,robbery,3752
11790,CO,2018,violent-crime,19528
148,CT,1998,aggravated-assault,51
10384,CT,1998,arson,10
1624,CT,1998,burglary,125
6042,CT,1998,homicide,3
3096,CT,1998,larceny,592
4584,CT,1998,motor-vehicle-theft,59
13302,CT,1998,property-crime,786
7450,CT,1998,rape,14
8922,CT,1998,robbery,20
11816,CT,1998,violent-crime,88
149,CT,1999,aggravated-assault,380
10385,CT,1999,arson,57
1625,CT,1999,burglary,1496
6043,CT,1999,homicide,4
3097,CT,1999,larceny,7363
4585,CT,1999,motor-vehicle-theft,721
13303,CT,1999,property-crime,9637
7451,CT,1999,rape,68
8923,CT,1999,robbery,169
11817,CT,1999,violent-crime,621
150,CT,2000,aggravated-assault,1183
10386,CT,2000,arson,135
1626,CT,2000,burglary,3349
6044,CT,2000,homicide,18
3098,CT,2000,larceny,16151
4586,CT,2000,motor-vehicle-theft,2417
13304,CT,2000,property-crime,22052
7452,CT,2000,rape,176
8924,CT,2000,robbery,748
11818,CT,2000,violent-crime,2125
151,CT,2001,aggravated-assault,1696
10387,CT,2001,arson,179
1627,CT,2001,burglary,5214
6045,CT,2001,homicide,31
3099,CT,2001,larceny,24506
4587,CT,2001,motor-vehicle-theft,3743
13305,CT,2001,property-crime,33642
7453,CT,2001,rape,271
8925,CT,2001,robbery,1338
11819,CT,2001,violent-crime,3336
152,CT,2002,aggravated-assault,1494
10388,CT,2002,arson,151
1628,CT,2002,burglary,5707
6046,CT,2002,homicide,19
3100,CT,2002,larceny,24835
4588,CT,2002,motor-vehicle-theft,3533
13306,CT,2002,property-crime,34226
7454,CT,2002,rape,334
8926,CT,2002,robbery,1253
11820,CT,2002,violent-crime,3100
153,CT,2003,aggravated-assault,1423
10389,CT,2003,arson,154
1629,CT,2003,burglary,5513
6047,CT,2003,homicide,22
3101,CT,2003,larceny,24384
4589,CT,2003,motor-vehicle-theft,3378
13307,CT,2003,property-crime,33429
7455,CT,2003,rape,309
8927,CT,2003,robbery,1419
11821,CT,2003,violent-crime,3173
154,CT,2004,aggravated-assault,1381
10390,CT,2004,arson,259
1630,CT,2004,burglary,6047
6048,CT,2004,homicide,34
3102,CT,2004,larceny,27382
4590,CT,2004,motor-vehicle-theft,3416
13308,CT,2004,property-crime,37104
7456,CT,2004,rape,408
8928,CT,2004,robbery,1106
11822,CT,2004,violent-crime,2929
155,CT,2005,aggravated-assault,1260
10391,CT,2005,arson,263
1631,CT,2005,burglary,5916
6049,CT,2005,homicide,41
3103,CT,2005,larceny,27182
4591,CT,2005,motor-vehicle-theft,3305
13309,CT,2005,property-crime,36666
7457,CT,2005,rape,449
8929,CT,2005,robbery,1000
11823,CT,2005,violent-crime,2750
156,CT,2006,aggravated-assault,1118
10392,CT,2006,arson,254
1632,CT,2006,burglary,5602
6050,CT,2006,homicide,29
3104,CT,2006,larceny,26278
4592,CT,2006,motor-vehicle-theft,2665
13310,CT,2006,property-crime,34799
7458,CT,2006,rape,374
8930,CT,2006,robbery,942
11824,CT,2006,violent-crime,2463
157,CT,2007,aggravated-assault,1867
10393,CT,2007,arson,267
1633,CT,2007,burglary,7083
6051,CT,2007,homicide,45
3105,CT,2007,larceny,29708
4593,CT,2007,motor-vehicle-theft,3460
13311,CT,2007,property-crime,40518
7459,CT,2007,rape,474
8931,CT,2007,robbery,1494
11825,CT,2007,violent-crime,3880
158,CT,2008,aggravated-assault,2510
10394,CT,2008,arson,287
1634,CT,2008,burglary,8803
6052,CT,2008,homicide,62
3106,CT,2008,larceny,37841
4594,CT,2008,motor-vehicle-theft,4059
13312,CT,2008,property-crime,50990
7460,CT,2008,rape,509
8932,CT,2008,robbery,1949
11826,CT,2008,violent-crime,5030
159,CT,2009,aggravated-assault,2432
10395,CT,2009,arson,221
1635,CT,2009,burglary,8647
6053,CT,2009,homicide,41
3107,CT,2009,larceny,35672
4595,CT,2009,motor-vehicle-theft,3443
13313,CT,2009,property-crime,47983
7461,CT,2009,rape,494
8933,CT,2009,robbery,1969
11827,CT,2009,violent-crime,4936
160,CT,2010,aggravated-assault,2358
10396,CT,2010,arson,257
1636,CT,2010,burglary,8599
6054,CT,2010,homicide,53
3108,CT,2010,larceny,35798
4596,CT,2010,motor-vehicle-theft,3121
13314,CT,2010,property-crime,47775
7462,CT,2010,rape,482
8934,CT,2010,robbery,1730
11828,CT,2010,violent-crime,4623
161,CT,2011,aggravated-assault,2394
10397,CT,2011,arson,222
1637,CT,2011,burglary,8681
6055,CT,2011,homicide,60
3109,CT,2011,larceny,35929
4597,CT,2011,motor-vehicle-theft,3091
13315,CT,2011,property-crime,47923
7463,CT,2011,rape,534
8935,CT,2011,robbery,1809
11829,CT,2011,violent-crime,4797
162,CT,2012,aggravated-assault,2356
10398,CT,2012,arson,222
1638,CT,2012,burglary,8634
6056,CT,2012,homicide,53
3110,CT,2012,larceny,36304
4598,CT,2012,motor-vehicle-theft,2834
13316,CT,2012,property-crime,47994
7464,CT,2012,rape,523
8936,CT,2012,robbery,1759
11830,CT,2012,violent-crime,4691
163,CT,2013,aggravated-assault,2089
10399,CT,2013,arson,176
1639,CT,2013,burglary,7499
6057,CT,2013,homicide,41
3111,CT,2013,larceny,33736
4599,CT,2013,motor-vehicle-theft,2904
13317,CT,2013,property-crime,44315
7465,CT,2013,rape,521
8937,CT,2013,robbery,1694
11831,CT,2013,violent-crime,4345
164,CT,2014,aggravated-assault,1918
10400,CT,2014,arson,156
1640,CT,2014,burglary,7283
6058,CT,2014,homicide,41
3112,CT,2014,larceny,33328
4600,CT,2014,motor-vehicle-theft,2884
13318,CT,2014,property-crime,43651
7466,CT,2014,rape,479
8938,CT,2014,robbery,1517
11832,CT,2014,violent-crime,3955
165,CT,2015,aggravated-assault,1858
10401,CT,2015,arson,164
1641,CT,2015,burglary,6146
6059,CT,2015,homicide,46
3113,CT,2015,larceny,32907
4601,CT,2015,motor-vehicle-theft,3107
13319,CT,2015,property-crime,42324
7467,CT,2015,rape,484
8939,CT,2015,robbery,1354
11833,CT,2015,violent-crime,3742
166,CT,2016,aggravated-assault,2308
10402,CT,2016,arson,144
1642,CT,2016,burglary,6963
6060,CT,2016,homicide,46
3114,CT,2016,larceny,35477
4602,CT,2016,motor-vehicle-theft,4347
13320,CT,2016,property-crime,46931
7468,CT,2016,rape,517
8940,CT,2016,robbery,1482
11834,CT,2016,violent-crime,4353
167,CT,2017,aggravated-assault,2138
10403,CT,2017,arson,154
1643,CT,2017,burglary,6314
6061,CT,2017,homicide,43
3115,CT,2017,larceny,36593
4603,CT,2017,motor-vehicle-theft,5099
13321,CT,2017,property-crime,48160
7469,CT,2017,rape,580
8941,CT,2017,robbery,1511
11835,CT,2017,violent-crime,4272
168,CT,2018,aggravated-assault,2397
10404,CT,2018,arson,135
1644,CT,2018,burglary,6160
6062,CT,2018,homicide,54
3116,CT,2018,larceny,36770
4604,CT,2018,motor-vehicle-theft,5514
13322,CT,2018,property-crime,48579
7470,CT,2018,rape,683
8942,CT,2018,robbery,1528
11836,CT,2018,violent-crime,4662
190,DC,2000,aggravated-assault,64
10426,DC,2000,arson,4
1666,DC,2000,burglary,4
6084,DC,2000,homicide,1
3138,DC,2000,larceny,755
4626,DC,2000,motor-vehicle-theft,259
13344,DC,2000,property-crime,1022
8964,DC,2000,robbery,81
11858,DC,2000,violent-crime,146
191,DC,2001,aggravated-assault,92
1667,DC,2001,burglary,3
6085,DC,2001,homicide,1
3139,DC,2001,larceny,893
4627,DC,2001,motor-vehicle-theft,470
13345,DC,2001,property-crime,1366
7505,DC,2001,rape,1
8965,DC,2001,robbery,114
11859,DC,2001,violent-crime,208
192,DC,2002,aggravated-assault,95
10427,DC,2002,arson,3
1668,DC,2002,burglary,3
6086,DC,2002,homicide,1
3140,DC,2002,larceny,921
4628,DC,2002,motor-vehicle-theft,435
13346,DC,2002,property-crime,1362
7502,DC,2002,rape,1
8966,DC,2002,robbery,103
11860,DC,2002,violent-crime,200
193,DC,2003,aggravated-assault,100
6087,DC,2003,homicide,1
3141,DC,2003,larceny,768
4629,DC,2003,motor-vehicle-theft,357
13347,DC,2003,property-crime,1125
7492,DC,2003,rape,3
8967,DC,2003,robbery,105
11861,DC,2003,violent-crime,209
194,DC,2004,aggravated-assault,97
1669,DC,2004,burglary,1
3142,DC,2004,larceny,797
4630,DC,2004,motor-vehicle-theft,279
13348,DC,2004,property-crime,1077
7493,DC,2004,rape,6
8968,DC,2004,robbery,145
11862,DC,2004,violent-crime,248
195,DC,2005,aggravated-assault,101
1670,DC,2005,burglary,5
3143,DC,2005,larceny,680
4631,DC,2005,motor-vehicle-theft,254
13349,DC,2005,property-crime,939
7494,DC,2005,rape,2
8969,DC,2005,robbery,198
11863,DC,2005,violent-crime,301
196,DC,2006,aggravated-assault,107
10428,DC,2006,arson,1
1671,DC,2006,burglary,7
3144,DC,2006,larceny,777
4632,DC,2006,motor-vehicle-theft,263
13350,DC,2006,property-crime,1048
7495,DC,2006,rape,3
8970,DC,2006,robbery,225
11864,DC,2006,violent-crime,335
197,DC,2007,aggravated-assault,97
1672,DC,2007,burglary,5
3145,DC,2007,larceny,926
4633,DC,2007,motor-vehicle-theft,283
13351,DC,2007,property-crime,1214
8971,DC,2007,robbery,280
11865,DC,2007,violent-crime,377
198,DC,2008,aggravated-assault,83
1673,DC,2008,burglary,2
3146,DC,2008,larceny,1163
4634,DC,2008,motor-vehicle-theft,274
13352,DC,2008,property-crime,1439
7503,DC,2008,rape,3
8972,DC,2008,robbery,276
11866,DC,2008,violent-crime,362
199,DC,2009,aggravated-assault,85
6088,DC,2009,homicide,1
3147,DC,2009,larceny,1280
4635,DC,2009,motor-vehicle-theft,231
13353,DC,2009,property-crime,1511
8973,DC,2009,robbery,406
11867,DC,2009,violent-crime,492
200,DC,2010,aggravated-assault,131
1674,DC,2010,burglary,5
3148,DC,2010,larceny,1475
4636,DC,2010,motor-vehicle-theft,190
13354,DC,2010,property-crime,1670
7496,DC,2010,rape,7
8974,DC,2010,robbery,412
11868,DC,2010,violent-crime,550
201,DC,2011,aggravated-assault,99
1675,DC,2011,burglary,1
3149,DC,2011,larceny,1241
4637,DC,2011,motor-vehicle-theft,118
13355,DC,2011,property-crime,1360
7497,DC,2011,rape,2
8975,DC,2011,robbery,338
11869,DC,2011,violent-crime,439
202,DC,2012,aggravated-assault,97
10429,DC,2012,arson,1
3150,DC,2012,larceny,1393
4638,DC,2012,motor-vehicle-theft,114
13356,DC,2012,property-crime,1508
7504,DC,2012,rape,1
8976,DC,2012,robbery,312
11870,DC,2012,violent-crime,410
203,DC,2013,aggravated-assault,96
10430,DC,2013,arson,2
1676,DC,2013,burglary,2
3151,DC,2013,larceny,1444
